species_size,district,age,commute,public_service,weekend,income,stress,wellbeing,complaint,transport,snacks_purchased
medium,Downtown,41,10.6,0,0,59.48,4.4,0.45,1,Fly,5
small,Rainforest,18,23.9,1,0,104.61,24.8,0,1,Personal,1
medium,Downtown,52,15.4,0,1,90.81,14,0,1,Transit,45
small,Tundratown,40,23.8,0,0,105.57,25.8,0,1,Transit,0
medium,Downtown,28,3.8,1,0,93.78,8.7,0.05,1,Transit,0
large,Tundratown,47,6.2,1,0,66.94,9.5,0.12,1,Transit,3
medium,Rainforest,46,22.2,0,0,107.72,13.3,0.02,1,Transit,0
large,Sahara Square,27,10.7,1,0,73.13,7.4,0.04,1,Walk,1
medium,Sahara Square,37,12.7,0,0,90.85,8.6,0.01,1,Transit,0
small,Rainforest,36,58.6,0,0,84.22,26.9,0,1,Transit,0
medium,Downtown,29,59.7,0,0,62.23,83.1,0,1,Transit,1
large,Downtown,49,32.2,0,0,44.18,50.4,0,1,Transit,9
large,Rainforest,34,69.2,0,1,41.56,161.8,0,1,Transit,0
small,Downtown,40,16.8,0,0,116.94,11.3,0.01,1,Fly,6
medium,Downtown,18,13.9,0,0,82.55,12.9,0.02,1,Transit,1
small,Rainforest,31,30,1,1,84.33,39.4,0,1,Transit,5
small,Downtown,30,27.5,0,0,69.52,20.8,0,1,Transit,0
medium,Tundratown,41,12.7,0,0,84.79,9.4,0.13,1,Transit,4
large,Sahara Square,25,47.2,0,1,76.74,44.7,0,1,Transit,1
medium,Tundratown,54,25.6,0,1,57.66,16.2,0.13,1,Transit,11
large,Downtown,60,36.2,0,1,70.34,25.8,0,1,Transit,1
small,Rainforest,38,17.6,1,1,125.72,28.5,0,1,Transit,6
medium,Downtown,33,21.5,1,1,128.3,17.9,0,1,Personal,13
small,Downtown,46,17.6,0,1,89.06,3.7,0.57,1,Transit,0
small,Tundratown,62,21.3,1,1,131.89,10.4,0.04,1,Transit,28
small,Rainforest,31,27.9,0,1,103.52,10.7,0.01,1,Fly,8
small,Sahara Square,24,24.3,0,0,104.69,36.8,0,1,Transit,0
medium,Sahara Square,41,32.6,0,0,61.05,29.1,0,1,Transit,8
medium,Rainforest,18,17.3,0,0,57.59,11.1,0,1,Fly,1
large,Downtown,31,2.8,0,1,75.99,3.6,0.37,1,Personal,1
large,Sahara Square,36,23.7,0,1,56.99,24.7,0,1,Transit,3
small,Rainforest,36,10.3,0,0,97.98,12.8,0.03,1,Personal,5
large,Sahara Square,25,10.8,0,1,103.25,6.9,0.23,1,Transit,3
medium,Sahara Square,43,17.5,0,0,87.1,25.3,0,1,Transit,4
large,Downtown,32,24.6,0,1,54.11,9.9,0.11,1,Personal,8
medium,Downtown,56,40.3,0,1,55.69,16.6,0,1,Transit,7
medium,Rainforest,21,21,0,0,85.72,18.9,0,1,Transit,1
large,Rainforest,36,21.5,0,1,113.62,16.6,0,1,Personal,15
medium,Tundratown,33,35.5,0,0,68.58,18.3,0,1,Transit,16
medium,Tundratown,44,34.1,1,0,90.65,41.9,0,1,Transit,1
small,Tundratown,52,39.9,0,0,92.36,25.2,0,1,Transit,2
large,Downtown,19,37.6,1,0,54.71,63.7,0,1,Transit,0
small,Tundratown,39,13.6,0,0,104.68,7.7,0.13,1,Transit,19
large,Rainforest,18,32.9,0,1,52.19,14.3,0.01,1,Transit,5
small,Downtown,34,8.1,0,0,62.57,8,0.06,1,Personal,9
medium,Downtown,38,36.5,0,0,84,21.2,0,1,Transit,3
medium,Sahara Square,19,13.5,1,0,98.22,15.3,0,1,Transit,3
large,Rainforest,21,33.9,1,1,91.73,16.4,0,1,Transit,2
small,Sahara Square,29,40.1,1,0,74.84,65.5,0,1,Transit,0
medium,Tundratown,35,54.1,0,0,81.78,91.4,0,1,Transit,0
large,Tundratown,28,9.2,1,0,121.36,6.3,0.12,1,Transit,14
small,Downtown,32,29.2,0,1,79.08,12,0,1,Transit,2
small,Sahara Square,30,19.1,1,0,103.74,22.8,0,1,Transit,7
medium,Sahara Square,52,22.3,0,0,73.66,45.9,0,1,Personal,0
medium,Rainforest,18,36.5,0,0,76.82,46.5,0,1,Transit,1
small,Downtown,35,12.7,0,0,60.29,10.7,0.01,1,Transit,18
medium,Rainforest,39,16.9,0,1,86.69,6.6,0.12,1,Transit,2
large,Sahara Square,32,28.9,0,0,92.76,19.5,0,1,Transit,4
small,Downtown,37,7.7,0,1,83.71,3.9,0.44,1,Personal,3
medium,Tundratown,18,10.6,1,1,98.7,9.8,0.01,1,Fly,1
medium,Rainforest,46,12.3,0,1,113.98,2.1,0.54,1,Fly,9
large,Tundratown,40,37.7,0,0,54.91,26.9,0,1,Transit,1
small,Sahara Square,31,28.9,0,1,114.2,17,0,1,Transit,2
medium,Tundratown,42,33.9,0,0,73.71,30.7,0,1,Transit,4
large,Rainforest,43,29.6,1,0,73.4,46.8,0,1,Transit,0
medium,Rainforest,40,15,1,0,81.51,16.1,0,1,Transit,2
small,Tundratown,29,13.7,0,0,67.18,7.7,0.06,1,Transit,5
large,Sahara Square,33,39,0,0,93.03,69,0,1,Transit,1
small,Tundratown,37,15.6,0,0,75.9,7.6,0.06,1,Personal,1
small,Downtown,49,20.9,1,0,75.79,11,0.02,1,Transit,34
small,Downtown,42,10.7,0,0,84.47,8.4,0.04,1,Transit,3
medium,Downtown,48,29.4,0,1,86.13,17.6,0,1,Transit,6
small,Downtown,50,31.7,0,0,58.31,42,0,1,Transit,5
small,Sahara Square,39,33.7,1,0,84.33,52.4,0,1,Transit,0
small,Tundratown,27,28.5,0,0,108.5,24.7,0,1,Transit,2
small,Sahara Square,46,39.6,0,0,23.88,34.1,0,1,Transit,2
medium,Rainforest,29,12,0,1,95.06,7.6,0.2,1,Transit,42
medium,Rainforest,40,19.7,0,0,88.75,17.6,0,1,Transit,9
medium,Sahara Square,22,16.4,0,0,89.19,2.8,0.49,1,Transit,1
medium,Sahara Square,19,22.6,0,0,119.91,12.2,0,1,Transit,6
medium,Downtown,42,15.4,0,0,83.51,11.5,0.01,1,Transit,24
small,Rainforest,42,12.2,0,0,82.97,7.9,0.1,1,Transit,25
large,Downtown,33,26.6,0,0,31.57,19.4,0,1,Transit,3
small,Rainforest,31,16.5,1,0,118.83,16.9,0,1,Fly,0
medium,Rainforest,34,29.7,1,0,74.41,22.4,0,1,Personal,13
medium,Sahara Square,33,10.7,1,1,85.9,14.5,0.11,1,Transit,2
small,Downtown,48,27,0,1,92.08,10,0.04,1,Transit,7
small,Tundratown,32,18.1,0,1,121.91,17.3,0,1,Transit,11
medium,Tundratown,22,20.4,0,0,106.64,13.8,0.01,1,Transit,0
small,Sahara Square,50,21.5,0,1,83.37,33.1,0,1,Transit,0
large,Rainforest,24,19.9,1,0,47.8,21.3,0,1,Personal,1
medium,Downtown,45,12.4,0,0,83.87,2.9,0.46,1,Transit,9
medium,Downtown,34,13.3,1,1,99.25,15.3,0.01,1,Transit,9
small,Tundratown,45,27.4,0,0,97.46,11.6,0,1,Transit,0
large,Downtown,18,29.5,0,0,51.02,19.1,0,1,Transit,1
medium,Tundratown,48,24,0,0,103.2,13.1,0,1,Transit,5
medium,Rainforest,45,30.7,0,1,73.58,8.6,0.18,1,Transit,32
medium,Tundratown,50,35.5,1,1,110.13,25.1,0,1,Transit,17
small,Tundratown,28,34.5,1,0,105.92,33,0,1,Personal,10
large,Sahara Square,63,27,1,0,57.08,14.2,0.12,1,Transit,84
small,Sahara Square,36,17.4,0,0,88.86,17.1,0,1,Transit,11
small,Tundratown,39,60.6,0,1,75.78,54,0,1,Transit,0
medium,Tundratown,38,28.2,0,0,73.55,13.1,0,1,Transit,1
large,Tundratown,37,16.2,1,0,99.47,12.6,0.07,1,Fly,3
large,Rainforest,57,14.3,0,1,76.81,3.6,0.46,1,Transit,13
medium,Downtown,53,30.7,0,1,61.59,28.4,0,1,Transit,7
medium,Downtown,39,9.3,1,0,74.34,8.5,0.09,1,Transit,1
large,Tundratown,39,7.5,0,0,132.94,8.8,0.05,1,Transit,18
medium,Rainforest,39,55.8,0,0,74.17,95.7,0,1,Transit,0
small,Rainforest,37,24.6,0,1,88.13,19,0,1,Transit,4
small,Rainforest,37,23.4,0,0,80.89,13.3,0,1,Transit,2
large,Downtown,20,34.6,0,1,87.2,16,0.02,1,Transit,4
medium,Tundratown,28,9,0,1,133.74,3.8,0.59,1,Personal,4
small,Tundratown,33,19.3,0,0,92.95,5.5,0.18,1,Fly,1
medium,Tundratown,18,45.1,0,1,38.9,58.2,0,1,Transit,0
medium,Tundratown,58,22.9,1,0,112.22,19.1,0,1,Transit,22
medium,Tundratown,19,39.2,1,0,98.92,55.7,0,1,Fly,1
small,Tundratown,33,31.8,1,0,93.26,24.7,0,1,Walk,0
small,Tundratown,29,31,0,0,85.33,19.5,0,1,Transit,0
medium,Rainforest,18,23.3,1,0,102.35,22.9,0,1,Personal,2
large,Tundratown,28,9.3,0,0,72.39,7.1,0.16,1,Personal,1
medium,Rainforest,39,12.1,0,1,86.94,6.3,0.29,1,Transit,13
large,Tundratown,45,34.2,0,1,52.03,9.6,0.12,1,Transit,29
small,Downtown,33,46.7,0,0,92.24,39,0,1,Transit,1
medium,Tundratown,26,13.2,0,1,96.01,4.8,0.35,1,Transit,13
small,Downtown,34,31.2,1,1,112.76,15.3,0,1,Transit,8
small,Sahara Square,31,25.4,1,0,107.97,19.3,0,1,Transit,2
medium,Tundratown,38,17.9,0,0,81.74,13.7,0,1,Transit,2
large,Sahara Square,36,37.6,0,1,98.08,30.4,0,1,Transit,0
small,Tundratown,31,40.8,1,1,104.83,36.8,0,1,Transit,0
small,Sahara Square,20,19.5,0,0,103.94,10.7,0.02,1,Personal,2
small,Rainforest,35,8.2,0,1,147.88,7.7,0.29,1,Transit,17
large,Sahara Square,36,18.7,1,1,86.13,12.5,0.01,1,Transit,15
small,Tundratown,37,24,0,0,68.76,6.8,0.21,1,Fly,7
small,Tundratown,24,47.6,1,0,97.55,138.9,0,1,Transit,0
medium,Tundratown,36,5.2,0,0,103.07,6.7,0.15,1,Personal,11
medium,Rainforest,20,10.2,1,1,108.05,6,0.21,1,Transit,34
medium,Tundratown,39,28.7,0,0,69.04,14.4,0,1,Transit,0
small,Rainforest,36,32.3,0,0,74.35,19.6,0,1,Transit,8
large,Tundratown,36,26.7,0,0,65.87,22.1,0,1,Fly,2
medium,Sahara Square,43,23.6,0,0,69.07,13.9,0,1,Transit,6
medium,Tundratown,56,12,0,0,38.57,3.6,0.45,1,Fly,14
small,Rainforest,31,10.4,1,0,108.31,14.2,0.05,1,Transit,4
small,Sahara Square,38,25,0,1,73.76,17.1,0,1,Transit,4
small,Downtown,37,15.8,1,0,76.38,14.8,0,1,Transit,0
medium,Tundratown,42,8,0,0,127.29,7,0.23,1,Fly,7
small,Sahara Square,33,28,0,1,94.47,14.1,0,1,Transit,7
medium,Downtown,54,14.3,0,1,84.24,13.9,0.07,1,Transit,51
small,Sahara Square,53,14.1,0,0,94.25,16.4,0,1,Transit,11
small,Tundratown,36,21.9,0,0,135.87,10.1,0.02,1,Transit,0
medium,Downtown,30,24.9,0,0,87.48,19.4,0,1,Fly,3
medium,Tundratown,53,5,1,0,98.32,8.3,0.1,1,Fly,61
medium,Rainforest,27,49.6,1,0,71.43,82.6,0,1,Transit,0
medium,Sahara Square,44,37.1,0,0,44.51,25.6,0,1,Transit,0
large,Rainforest,30,7.6,0,0,94.77,7.4,0.13,1,Transit,15
small,Tundratown,18,23,0,0,116.36,18.3,0,1,Transit,0
small,Tundratown,42,61.1,0,0,67.77,50.7,0,1,Transit,7
medium,Tundratown,27,26.2,1,0,85.14,17.8,0,1,Transit,4
medium,Sahara Square,18,39.3,1,0,106.29,71.2,0,1,Transit,1
medium,Rainforest,24,40.8,0,0,42.67,24,0,1,Transit,4
large,Rainforest,49,10.5,0,1,126.61,8,0.12,1,Personal,30
medium,Rainforest,34,13.9,0,1,98.1,15.5,0.03,1,Transit,6
medium,Sahara Square,33,15.9,0,1,90.46,8.7,0.19,1,Transit,4
small,Rainforest,62,17.7,1,0,74.93,27.6,0,1,Transit,1
small,Sahara Square,44,14.1,1,0,117.27,15.8,0,1,Transit,8
medium,Sahara Square,38,6,1,1,122.25,10.6,0.01,1,Personal,11
medium,Tundratown,39,26,0,1,74.79,8.4,0.03,1,Transit,6
medium,Downtown,31,49,1,0,42.29,70.5,0,1,Transit,0
large,Tundratown,34,27.7,0,1,58.58,9.5,0.01,1,Transit,5
small,Downtown,32,18.9,1,0,85.35,19,0,1,Transit,7
medium,Rainforest,22,43,0,0,63.88,50.3,0,1,Transit,0
large,Tundratown,18,23.2,0,0,56.82,13.4,0,1,Transit,0
medium,Sahara Square,25,57.3,0,0,89.76,66.6,0,1,Transit,0
small,Sahara Square,24,27.9,0,0,92.88,39.9,0,1,Transit,1
medium,Rainforest,41,32.2,0,0,44.06,31.6,0,1,Transit,6
medium,Sahara Square,50,17.3,0,1,58.32,4.2,0.44,1,Personal,26
small,Sahara Square,44,14.2,1,0,146.89,12.2,0.01,1,Personal,30
small,Downtown,25,18,0,1,117.63,5.4,0.18,1,Transit,23
medium,Tundratown,35,20.3,1,0,124.44,13,0,1,Transit,7
medium,Sahara Square,36,14.8,1,1,124.79,17.3,0,1,Walk,5
small,Sahara Square,28,27.2,0,0,72.65,41.6,0,1,Transit,3
medium,Tundratown,45,19,0,0,126.09,8.7,0.11,1,Transit,19
small,Tundratown,47,68.2,0,0,72.38,243.1,0,1,Transit,0
small,Sahara Square,19,5.7,1,0,137.18,15.9,0.11,1,Personal,5
small,Tundratown,33,16.4,1,0,97.21,24.5,0,1,Transit,0
medium,Rainforest,35,22.4,0,0,111.79,16.2,0,1,Transit,0
small,Downtown,27,30.6,1,1,75.85,6.9,0.09,1,Transit,1
large,Downtown,33,13.5,1,0,61.73,11.3,0.02,1,Transit,5
medium,Tundratown,26,9.5,0,0,76.23,9.1,0.01,1,Transit,7
medium,Sahara Square,43,32.1,1,1,88.39,37.1,0,1,Transit,0
small,Sahara Square,38,13.7,0,0,88.79,13.7,0.01,1,Transit,14
small,Sahara Square,27,17,0,1,71.17,6.4,0.54,1,Transit,5
small,Downtown,38,23.4,0,0,85.15,11.7,0,1,Transit,2
large,Tundratown,19,51,0,0,69.41,50.6,0,1,Transit,0
medium,Downtown,44,17.9,0,0,97.32,9.4,0.1,1,Transit,2
medium,Rainforest,18,39.2,1,0,90.38,40.5,0,1,Transit,0
medium,Downtown,35,37.2,0,1,41.67,20.3,0,1,Transit,0
medium,Downtown,27,29.1,0,0,75.58,21.4,0,1,Transit,3
medium,Downtown,49,17,0,0,53.77,11.7,0.03,1,Transit,10
large,Rainforest,31,7.1,0,0,85.42,4.6,0.32,1,Transit,3
medium,Downtown,21,18.2,0,0,53.4,9,0.03,1,Personal,1
medium,Tundratown,44,8.5,1,0,107.23,5.8,0.2,1,Transit,4
medium,Rainforest,23,3.5,0,0,90.56,10.8,0.11,1,Personal,0
small,Downtown,18,45.4,0,0,86.87,43,0,1,Transit,1
small,Tundratown,36,10.7,0,0,118.23,3.1,0.53,1,Transit,36
medium,Tundratown,53,9.7,0,1,110.21,4.4,0.22,1,Personal,40
large,Rainforest,39,21.1,1,0,41.62,15.4,0,1,Transit,6
medium,Tundratown,39,37.6,0,0,69.1,18.4,0,1,Transit,9
small,Tundratown,42,16,0,0,86.16,16.4,0,1,Transit,6
medium,Rainforest,49,11.8,0,0,68.03,6.6,0.15,1,Transit,1
medium,Rainforest,31,23.3,1,1,118.29,17.4,0,1,Transit,21
medium,Sahara Square,30,38.4,1,0,83.34,34,0,1,Transit,5
small,Tundratown,23,42.3,0,0,70.5,35.1,0,1,Transit,1
medium,Tundratown,30,12.1,0,0,86.5,3.4,0.35,1,Fly,13
medium,Sahara Square,37,4.7,0,1,73.21,6.2,0.27,1,Fly,12
medium,Sahara Square,60,6.8,1,0,110.56,12.1,0.03,1,Personal,9
medium,Downtown,24,34.5,0,1,65.55,15.4,0.03,1,Transit,7
small,Rainforest,56,24.4,1,0,107.26,13.8,0,1,Transit,12
medium,Sahara Square,28,32.6,0,0,76.79,32,0,1,Transit,0
small,Sahara Square,46,20.6,0,0,78.29,9.3,0.02,1,Transit,24
medium,Rainforest,52,21.7,1,1,89.69,13.5,0,1,Fly,15
medium,Downtown,31,13.9,1,0,88.7,8.9,0.01,1,Transit,15
large,Downtown,32,8,0,0,41.31,7.8,0.18,1,Transit,1
medium,Tundratown,43,11.2,1,0,114.27,6.3,0.13,1,Fly,4
large,Sahara Square,32,33.3,1,0,86.11,58.1,0,1,Transit,1
medium,Tundratown,23,15.5,1,0,113.72,7.9,0.03,1,Fly,2
small,Rainforest,45,47.3,0,0,61.81,53.4,0,1,Transit,0
medium,Sahara Square,35,18.2,1,1,117.93,19.4,0,1,Personal,6
small,Sahara Square,46,31,0,0,79.06,48.8,0,1,Transit,1
medium,Tundratown,40,30.1,1,0,76.76,53.4,0,1,Fly,2
large,Rainforest,34,23.4,0,0,81.94,25.6,0,1,Transit,9
medium,Rainforest,35,22.2,1,1,90.67,9.9,0,1,Transit,2
small,Rainforest,20,32.4,0,0,82.73,20.6,0,1,Transit,3
medium,Downtown,24,32.1,0,1,86.75,17.8,0,1,Transit,1
medium,Downtown,54,17.4,0,0,47.78,10.5,0.02,1,Transit,2
medium,Sahara Square,34,9.4,1,0,113.87,17.5,0,1,Walk,18
medium,Rainforest,43,19.8,0,1,98.11,12.3,0,1,Transit,8
medium,Rainforest,19,31,0,1,103.87,46,0,1,Transit,0
large,Downtown,18,34.9,0,1,67.48,18.4,0,1,Transit,2
small,Downtown,44,28.4,1,1,101.41,13.5,0,1,Transit,8
small,Rainforest,27,23.3,0,0,43.55,26.1,0,1,Transit,1
medium,Rainforest,33,8.1,0,0,92.48,11.2,0,1,Transit,1
large,Rainforest,54,11,0,0,80.44,8.7,0.02,1,Transit,25
small,Tundratown,27,32.7,0,1,103.81,11.9,0.01,1,Transit,10
small,Rainforest,46,29.4,0,0,92.6,31.3,0,1,Transit,2
medium,Sahara Square,32,36.7,0,0,103.3,54.9,0,1,Transit,0
small,Downtown,42,17.5,0,0,71.71,9.2,0.02,1,Fly,17
medium,Downtown,42,20,1,1,126.9,12.3,0.07,1,Personal,7
small,Sahara Square,18,35.4,1,0,79.38,33.2,0,1,Transit,1
small,Rainforest,27,61.8,1,0,93.71,94.2,0,1,Transit,0
small,Downtown,38,20.2,0,0,76,11.3,0.16,1,Fly,0
large,Rainforest,50,17.5,1,0,99.2,14.7,0,1,Transit,3
small,Rainforest,21,7.4,0,1,60,6.8,0.08,1,Transit,2
medium,Downtown,52,18.2,0,0,73.1,8.3,0.03,1,Personal,4
large,Tundratown,42,8.6,0,1,62.96,7.7,0.12,1,Personal,6
small,Rainforest,31,13.8,0,0,120.47,10.6,0.09,1,Personal,5
medium,Rainforest,72,28.6,0,1,81.22,39.6,0,1,Transit,15
large,Tundratown,48,46.1,0,1,32.33,32.9,0,1,Transit,7
medium,Downtown,24,3.4,0,0,75.41,4,0.23,1,Personal,16
small,Tundratown,31,23.8,0,0,123.71,17,0,1,Transit,7
medium,Tundratown,18,33.5,0,0,72.33,12.1,0,1,Transit,6
medium,Downtown,39,50.5,0,0,44.77,47.2,0,1,Transit,1
small,Downtown,39,28.9,0,1,104.49,15.3,0,1,Transit,8
large,Downtown,34,10.7,1,0,106.44,14.2,0,1,Transit,6
small,Tundratown,24,27.4,0,0,92.37,18.1,0,1,Transit,0
medium,Tundratown,28,19.1,1,0,103.5,12.9,0,1,Personal,4
large,Sahara Square,49,18.1,0,1,60.33,9,0.08,1,Transit,17
medium,Sahara Square,26,10,0,1,89.26,5.3,0.49,1,Personal,14
medium,Rainforest,48,23.1,1,0,104.81,18.8,0,1,Transit,4
small,Tundratown,25,59.4,0,0,38.61,22.9,0,1,Transit,0
medium,Downtown,43,12.8,0,0,93.26,9.1,0.02,1,Transit,9
small,Sahara Square,34,5.9,0,0,105.66,9.3,0.05,1,Transit,20
medium,Rainforest,31,9.7,0,0,90.25,5.8,0.23,1,Transit,30
medium,Downtown,18,10.2,0,0,68.95,7.7,0.27,1,Transit,3
medium,Downtown,35,9.3,0,0,108.62,14.5,0,1,Personal,11
medium,Rainforest,43,16.5,1,0,74.92,12.5,0.05,1,Transit,5
small,Rainforest,41,58.7,1,0,100.82,60.6,0,1,Transit,2
medium,Rainforest,38,20.4,0,0,78.82,14.8,0,1,Transit,8
medium,Rainforest,18,25,0,0,98.34,10,0,1,Fly,4
small,Sahara Square,54,26.9,0,0,72.95,31.6,0,1,Transit,1
small,Tundratown,38,26.4,0,1,59.23,9.1,0.05,1,Transit,17
small,Downtown,33,11,0,0,83.63,8.4,0.26,1,Transit,9
small,Sahara Square,59,2.9,0,0,98.44,3.9,0.23,1,Walk,1
medium,Downtown,21,28.1,0,0,70.97,11.9,0,1,Transit,0
small,Tundratown,18,9.9,1,0,119.2,16.6,0,1,Transit,3
large,Tundratown,44,17.1,0,0,103.36,8.4,0.05,1,Fly,5
medium,Rainforest,40,17.3,1,1,115.35,7.7,0.13,1,Transit,18
small,Downtown,44,25.6,0,0,74.14,40.1,0,1,Transit,1
medium,Downtown,30,11.6,0,1,49.97,6.4,0.48,1,Transit,6
medium,Tundratown,30,40.7,1,0,102.48,36.2,0,1,Transit,6
medium,Sahara Square,44,37.2,1,0,65.54,62.8,0,1,Transit,1
small,Tundratown,29,41.1,0,1,131.06,25.4,0,1,Transit,0
small,Rainforest,43,21.6,0,0,119.96,20.9,0,1,Transit,1
large,Sahara Square,33,34.7,0,0,41.3,22.2,0,1,Transit,0
medium,Sahara Square,30,31.1,0,0,65.86,29.7,0,1,Transit,0
large,Rainforest,48,31.2,1,0,118.66,27.1,0,1,Transit,11
medium,Tundratown,41,25.7,0,0,136.25,12.1,0.01,1,Transit,3
medium,Sahara Square,20,11.8,0,1,102.02,7.7,0.27,1,Transit,1
medium,Rainforest,52,69,0,0,68.25,264.9,0,1,Transit,0
large,Sahara Square,51,44,0,1,81.59,11.4,0,1,Transit,3
small,Tundratown,34,19.2,1,0,89.97,7,0.02,1,Transit,0
medium,Downtown,51,11.6,0,0,107.2,4.2,0.47,1,Walk,1
large,Rainforest,37,21.9,1,1,91.35,18.9,0,1,Transit,1
small,Downtown,18,44.4,0,1,78.07,49.7,0,1,Personal,0
small,Downtown,30,19.3,0,1,49.87,15.2,0.01,1,Transit,15
medium,Downtown,34,34,0,0,33.96,27,0,1,Transit,6
medium,Tundratown,24,17.3,0,1,73.47,9.9,0.06,1,Transit,5
medium,Downtown,40,37.4,1,0,95.33,29.9,0,1,Transit,2
small,Tundratown,44,33.1,0,0,63.7,17.1,0,1,Transit,10
small,Tundratown,20,31.4,0,0,110.82,42.2,0,1,Transit,0
large,Rainforest,42,41.8,0,1,68.7,84.6,0,1,Transit,0
large,Downtown,40,12.4,1,0,124.11,19.3,0,1,Personal,4
medium,Downtown,53,36.8,0,0,32.05,20.6,0,1,Transit,1
small,Rainforest,31,49.8,0,0,90.59,106.9,0,1,Transit,0
small,Downtown,33,9.7,0,0,118.93,4.8,0.32,1,Personal,5
small,Downtown,37,20.2,0,1,84.6,8.1,0.04,1,Transit,5
small,Tundratown,42,35.2,0,0,96.18,16.5,0,1,Transit,35
small,Rainforest,27,19.2,0,0,86.86,18.8,0,1,Fly,5
small,Downtown,32,15.9,0,1,120.38,6.1,0.12,1,Transit,1
medium,Rainforest,49,38.8,1,0,64.81,44.6,0,1,Transit,1
medium,Rainforest,43,39.3,0,1,65.19,23.1,0,1,Transit,0
small,Tundratown,51,66,0,1,73.84,156.3,0,1,Transit,0
medium,Rainforest,29,20.1,0,0,43.57,18.2,0,1,Transit,1
medium,Tundratown,18,25.3,0,0,22.98,13.2,0,1,Transit,0
large,Tundratown,34,7.6,0,1,87.63,4.7,0.57,1,Personal,2
medium,Sahara Square,36,37.4,0,1,44.98,33.3,0,1,Transit,4
small,Tundratown,43,54.2,1,0,81.51,72.8,0,1,Transit,0
medium,Downtown,35,22.4,0,1,109.97,18.1,0,1,Walk,5
medium,Tundratown,47,12.7,0,1,89.33,3,0.55,1,Transit,72
small,Downtown,43,27.3,0,0,61.33,11.5,0,1,Transit,18
small,Downtown,22,52.8,1,0,63.47,71.3,0,1,Transit,0
small,Rainforest,24,60.3,0,0,85.13,44.1,0,1,Transit,0
small,Downtown,37,21.7,0,1,87.63,10.8,0.03,1,Transit,27
large,Tundratown,37,43.6,0,0,70.07,26.4,0,1,Transit,0
small,Downtown,31,5.4,0,0,80.68,6.3,0.14,1,Walk,5
large,Downtown,50,31.4,0,0,40.04,36.8,0,1,Transit,8
small,Tundratown,19,42.1,0,1,103.05,28.5,0,1,Transit,0
medium,Downtown,44,22.4,1,0,55,9.5,0.12,1,Transit,1
medium,Sahara Square,36,21,0,1,65.22,15,0.02,1,Transit,17
small,Tundratown,44,15.8,0,0,73.3,12.5,0.04,1,Fly,19
small,Downtown,35,34.1,1,0,58.37,25,0,1,Transit,2
large,Sahara Square,41,20.6,1,1,84.43,28.4,0,1,Transit,5
medium,Sahara Square,62,20.6,1,0,103.9,16,0,1,Transit,36
medium,Sahara Square,46,20.7,0,1,69.95,17.6,0,1,Transit,18
medium,Rainforest,30,18.9,0,1,103.53,19.4,0,1,Transit,5
medium,Rainforest,32,12.5,0,0,90.55,16.6,0,1,Transit,11
small,Downtown,37,62.4,0,1,81.82,58.5,0,1,Transit,0
small,Rainforest,33,44,0,0,56.87,45.7,0,1,Transit,1
large,Rainforest,27,14.2,0,0,68.55,18.1,0,1,Fly,6
small,Downtown,36,13,0,1,106.11,5.4,0.44,1,Walk,22
medium,Rainforest,49,30.7,0,0,88.58,6.9,0.06,1,Transit,17
small,Tundratown,55,22.8,1,0,122.53,23.6,0,1,Transit,4
large,Tundratown,35,26.2,0,0,55.1,11.9,0,1,Fly,3
small,Sahara Square,34,35.3,0,0,76.02,59.2,0,1,Transit,1
small,Tundratown,42,44.7,0,0,106.84,45.6,0,1,Transit,2
small,Rainforest,45,29,0,0,113.91,19.9,0,1,Transit,9
small,Tundratown,31,16.8,0,0,93.23,12.4,0.02,1,Fly,1
small,Tundratown,42,26.8,0,0,119.7,27.8,0,1,Transit,0
medium,Sahara Square,33,29.7,0,0,95.08,14.1,0,1,Transit,3
small,Downtown,30,14.4,0,0,89.19,8.6,0.09,1,Transit,4
large,Sahara Square,31,17.6,0,0,72.67,15.6,0,1,Personal,4
medium,Sahara Square,47,12,1,1,125.56,7.8,0.17,1,Transit,9
medium,Downtown,53,33.4,0,0,64.13,18,0,1,Transit,7
small,Sahara Square,34,36.2,1,1,100.05,30.3,0,1,Fly,0
small,Tundratown,38,40.3,1,0,101.48,21.1,0,1,Transit,1
large,Sahara Square,56,9.4,1,0,59.87,8.2,0.18,1,Transit,5
small,Rainforest,41,29.6,0,0,54.54,16,0,1,Transit,1
small,Rainforest,37,15.7,0,1,110.41,22.6,0,1,Personal,3
